Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand,Price,Price_Currency,Price_URL,Price_Confidence,Price_Title
Rapoo,VT9 Pro Mini,Rapoo VT9 Pro Mini,Medium,120.1,65.8,37.5,65.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3398,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,2.0,No,D2FC-F-K(60M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,26.99,USD,,0.5,
Attack,Shark X6,Attack Shark X6,Small,118.3,62.0,37.3,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,2.0,No,GM 8.0 Blue,Gold,Plastic,Wireless,PixArt,Kailh,TTC,42.49,USD,,0.5,
Valkyrie,VK M1,Valkyrie VK M1,Medium,119.5,62.0,40.0,58.0,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3395,Optical,-,26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,23.99,USD,,0.5,
Delux,M600 Pro,Delux M600 Pro,Medium,118.0,62.5,38.2,52.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,49.99,USD,,0.5,
HyperX,Pulsefire Haste 2 Mini,HyperX Pulsefire Haste 2 Mini,Small,116.6,61.9,36.7,59.0,Symmetrical,Right,Center,Flat,Flat,No,No,26K,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Switches,Silver,Plastic,Wireless,HyperX,HyperX,TTC,29.99,USD,,0.5,
MCHOSE,AX5 Pro Max,MCHOSE AX5 Pro Max,Medium,121.6,61.5,37.7,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical Omron Optical,Gold,Magnesium (metal),Wireless,PixArt,TTC,TTC,45.99,USD,,0.5,
MCHOSE,AX5 Pro,MCHOSE AX5 Pro,Medium,121.6,61.5,37.7,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Dustproof Gold 80M,Gold,Magnesium (metal),Wireless,PixArt,TTC,TTC,199.99,USD,,0.5,
MCHOSE,AX5,MCHOSE AX5,Medium,121.6,61.5,37.7,49.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Dustproof Gold 80M,Gold,Magnesium (metal),Wireless,PixArt,TTC,TTC,99.99,USD,,0.5,
Delux,M600 Ultra,Delux M600 Ultra,Medium,118.0,62.5,38.2,52.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,49.99,USD,,0.5,
Darmoshark,M5,Darmoshark M5,Fingertip,91.8,57.1,35.8,38.0,Symmetrical,Right,Back - aggressive,Flat,Flat,No,No,PAW3395,Optical,Centered (48%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch,79.99,USD,,0.5,
Vancer,Thrash,Vancer Thrash,Medium,123.3,62.3,39.8,49.0,Symmetrical,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (48%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,49.99,USD,,0.5,
Vancer,Groove,Vancer Groove,Medium,125.0,64.5,38.2,47.0,Symmetrical,Right,Center,Flat,Outward,No,No,PAW3395,Optical,Centered (53%),26000.0,4000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,14.99,USD,,0.5,
WLmouse,Beast X Mini,WLmouse Beast X Mini,Small,116.0,58.0,35.0,34.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,160.0,USD,,0.5,
ROCCAT,Pure Air,ROCCAT Pure Air,Medium,121.1,69.3,38.3,54.0,Ergonomic,Right,Center,Flat,Inward,Yes,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,0.0,No,TITAN Optical Switch,Encoder,Plastic,Wireless,PixArt,ROCCAT,Alps,69.99,USD,,0.5,
Waizowl,Cloud,Waizowl Cloud,Large,126.0,68.0,38.0,55.0,Symmetrical,Right,Center,Flat,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch,110.0,USD,,0.5,
Pulsar,X2H eS,Pulsar X2H eS,Medium,120.4,65.0,39.1,62.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,129.95,USD,,0.5,
Darmoshark,M3 Micro,Darmoshark M3 Micro,Small,105.5,54.6,33.5,42.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Falcon Transparent Blue Shell White Dot,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
Darmoshark,M3S Pro,Darmoshark M3S Pro,Medium,122.7,62.5,37.8,54.0,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
Darmoshark,M3 Pro,Darmoshark M3 Pro,Large,129.6,66.1,39.2,55.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,44.99,USD,,0.5,
Keychron,M4,Keychron M4,Fingertip,86.0,54.0,32.0,35.0,Symmetrical,Right,Back - aggressive,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Keychron,M4 4K,Keychron M4 4K,Fingertip,86.0,54.0,32.0,35.0,Symmetrical,Right,Back - aggressive,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Pulsar,Xlite v3 Large,Pulsar Xlite v3 Large,Large,126.0,69.5,44.5,58.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,99.95,USD,,0.5,
Pulsar,Xlite v3 Mini,Pulsar Xlite v3 Mini,Small,115.6,63.4,40.7,52.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,99.95,USD,,0.5,
Pulsar,Xlite v3 Medium,Pulsar Xlite v3 Medium,Medium,122.0,66.0,43.0,55.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,99.95,USD,,0.5,
Pulsar,Xlite v3 eS,Pulsar Xlite v3 eS,Medium,122.0,67.0,43.0,65.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,129.95,USD,,0.5,
MCHOSE,A5 Pro Max,MCHOSE A5 Pro Max,Medium,121.6,61.5,37.7,59.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,64.99,USD,,0.5,
MCHOSE,A5 Pro,MCHOSE A5 Pro,Medium,121.6,61.5,37.7,59.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,45.99,USD,,0.5,
MCHOSE,A5,MCHOSE A5,Medium,121.6,61.5,37.7,56.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,45.99,USD,,0.5,
VGN,R1 Pro Max,VGN R1 Pro Max,Medium,120.6,64.0,37.8,54.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Silver,Plastic,Wireless,PixArt,Kailh,TTC,40.99,USD,,0.5,
VGN,R1 Pro,VGN R1 Pro,Medium,120.6,64.0,37.8,48.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,77.28,USD,,0.5,
VGN,R1 SE,VGN R1 SE,Medium,120.6,64.0,37.8,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,2000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,40.99,USD,,0.5,
VGN,R1,VGN R1,Medium,120.6,64.0,37.8,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,37.99,USD,,0.5,
VXE,R1 Pro Max,VXE R1 Pro Max,Medium,120.6,64.0,37.8,54.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Silver,Plastic,Wireless,PixArt,Kailh,TTC,26.98,USD,,0.5,
VXE,R1 Pro,VXE R1 Pro,Medium,120.6,64.0,37.8,48.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,45.98,USD,,0.5,
VXE,R1 SE,VXE R1 SE,Medium,120.6,64.0,37.8,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,2000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,25.98,USD,,0.5,
VXE,R1,VXE R1,Medium,120.6,64.0,37.8,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (50%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,23.98,USD,,0.5,
Fantech,Helios II Pro,Fantech Helios II Pro,Medium,120.0,64.0,38.3,55.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,TTC,F-Switch,17.99,USD,,0.5,
Keychron,M3 Mini 4K - Metal Edition,Keychron M3 Mini 4K - Metal Edition,Medium,119.9,65.3,38.9,64.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Magnesium (metal),Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Keychron,M2 Mini,Keychron M2 Mini,Small,117.0,64.0,38.0,50.0,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Glorious,Model O 2 Pro 4K/8K,Glorious Model O 2 Pro 4K/8K,Large,128.0,66.0,38.0,59.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,BAMF 2.0 26K,Optical,Forward (55%),26000.0,8000.0,650.0,50.0,2.0,1.0,No,Mouse Switches,Encoder,Plastic,Wireless,Glorious,Glorious,F-Switch,117.99,USD,,0.5,
Glorious,Model O 2 Pro 1K,Glorious Model O 2 Pro 1K,Large,128.0,66.0,38.0,57.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,BAMF 2.0 26K,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Mouse Switches,Encoder,Plastic,Wireless,Glorious,Glorious,F-Switch,,,,,
Glorious,Model D 2 Pro 4K/8K,Glorious Model D 2 Pro 4K/8K,Large,128.0,67.0,42.0,62.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,BAMF 2.0 26K,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,1.0,No,Optical,Encoder,Plastic,Wireless,Glorious,RAESHA,F-Switch,110.48,USD,,0.5,
Glorious,Model D 2 Pro 1K,Glorious Model D 2 Pro 1K,Large,128.0,67.0,42.0,60.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,BAMF 2.0 26K,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Optical,Encoder,Plastic,Wireless,Glorious,RAESHA,F-Switch,23.89,USD,,0.5,
Pulsar,X2A Mini,Pulsar X2A Mini,Small,116.0,61.0,37.0,55.0,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,129.95,USD,,0.5,
Pulsar,X2A,Pulsar X2A,Medium,120.0,63.0,38.0,57.0,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,49.95,USD,,0.5,
Ninjutso,Sora 4K,Ninjutso Sora 4K,Medium,120.8,64.5,37.3,47.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,13.99,USD,,0.5,
Darmoshark,M3S,Darmoshark M3S,Medium,122.7,62.5,37.8,54.0,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,34.99,USD,,0.5,
Keychron,M3 Mini 4K,Keychron M3 Mini 4K,Medium,119.9,65.3,38.9,55.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,2.0,1.0,No,GM 8.0,Mechanical Encoder,Plastic,Wireless,PixArt,Kailh,Unspecified,49.99,USD,,0.5,
Keychron,M2,Keychron M2,Medium,121.5,66.7,40.6,53.0,Ergonomic,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
WLmouse,Beast X,WLmouse Beast X,Medium,122.0,62.0,37.0,39.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC,160.0,USD,,0.5,
Dareu,A950 Pro 4K Magnesium,Dareu A950 Pro 4K Magnesium,Medium,123.0,64.0,39.0,54.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Black,Magnesium (metal),Wireless,PixArt,Kailh,Kailh,62.99,USD,,0.5,
Dareu,A950 Pro 4K,Dareu A950 Pro 4K,Medium,123.0,64.0,39.0,55.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Black,Plastic,Wireless,PixArt,Kailh,Kailh,62.99,USD,,0.5,
Dareu,A950 Pro,Dareu A950 Pro,Medium,123.0,64.0,39.0,55.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Black,Plastic,Wireless,PixArt,Kailh,Kailh,62.99,USD,,0.5,
Logitech,G Pro X Superlight 2,Logitech G Pro X Superlight 2,Large,125.0,63.5,40.0,60.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,HERO 2,Optical,Centered (53%),44000.0,8000.0,888.0,88.0,2.0,0.0,No,LIGHTFORCE,Silver,Plastic,Wireless,Logitech,Logitech,TTC,139.99,USD,,0.5,
Pulsar,X2H Mini,Pulsar X2H Mini,Small,115.6,62.0,38.0,52.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,99.95,USD,,0.5,
Pulsar,X2H,Pulsar X2H,Medium,120.4,65.0,39.1,54.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,99.95,USD,,0.5,
Zaopin,Z1 Pro,Zaopin Z1 Pro,Small,109.5,62.0,38.5,46.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,27.99,USD,,0.5,
Zaopin,Z1,Zaopin Z1,Small,109.5,62.0,38.5,65.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Mechanical Switches,Gold,Plastic,Wireless,PixArt,Unspecified,TTC,14.99,USD,,0.5,
Pulsar,X2V2 Mini,Pulsar X2V2 Mini,Small,116.0,61.0,37.0,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,,,,,
Pulsar,X2V2,Pulsar X2V2,Medium,120.0,63.0,38.0,53.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,PixArt,RAESHA,Pulsar,,,,,
Attack,Shark X3,Attack Shark X3,Medium,118.5,61.0,39.7,49.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0 Blue,Unspecified,Plastic,Wireless,PixArt,Kailh,TTC,37.79,USD,,0.5,
AJAZZ,AJ139 Pro,AJAZZ AJ139 Pro,Large,125.4,63.3,38.2,59.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (61%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,34.39,USD,,0.5,
Kysona,M600,Kysona M600,Medium,118.3,61.8,39.6,55.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,41.99,USD,,0.5,
Delux,M800 Ultra,Delux M800 Ultra,Medium,124.0,64.0,38.0,49.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (57%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,59.99,USD,,0.5,
Razer,Viper V2 Pro,Razer Viper V2 Pro,Large,126.7,66.0,37.8,59.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,Focus Pro 30K,Optical,Centered (51%),30000.0,4000.0,750.0,70.0,2.0,0.0,No,Optical Mouse Switches Gen-3,Black,Plastic,Wireless,Razer,Razer,Kailh,74.95,USD,,0.5,
LAMZU,Atlantis Mini 4K,LAMZU Atlantis Mini 4K,Small,116.9,63.1,37.0,49.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (55%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
LAMZU,Atlantis Mini Pro,LAMZU Atlantis Mini Pro,Small,116.9,63.1,37.0,49.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
LAMZU,Atlantis OG V2 4K,LAMZU Atlantis OG V2 4K,Medium,123.0,66.0,38.0,55.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (58%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
LAMZU,Atlantis OG V2 Pro,LAMZU Atlantis OG V2 Pro,Medium,123.0,66.0,38.0,55.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (58%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
G-Wolves,HTX 4K,G-Wolves HTX 4K,Medium,119.0,63.5,36.0,39.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,4000.0,650.0,50.0,2.0,1.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,49.0,USD,,0.5,
G-Wolves,HTX Ace,G-Wolves HTX Ace,Medium,119.0,63.5,36.0,36.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,99.0,USD,,0.5,
Darmoshark,M3 4K,Darmoshark M3 4K,Large,129.6,66.1,39.2,65.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,4000.0,650.0,50.0,,,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
VGN,Dragonfly F1 MOBA,VGN Dragonfly F1 MOBA,Medium,121.2,63.8,37.6,55.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Silver Kailh GE 2.0,Plastic,Wireless,PixArt,Huano,TTC,40.99,USD,,0.5,
Glorious,Model D Pro,Glorious Model D Pro,Large,128.0,67.0,42.0,58.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,BAMF,Optical,Centered (52%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,Mouse Switches,Encoder,Plastic,Wireless,Glorious,Glorious,F-Switch,84.0,USD,,0.5,
Keychron,M3 Mini,Keychron M3 Mini,Medium,119.9,65.3,38.9,55.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,GM 8.0,Mechanical Encoder,Plastic,Wireless,PixArt,Kailh,Unspecified,49.99,USD,,0.5,
ThundeRobot,ML903,ThundeRobot ML903,Medium,124.1,63.7,39.7,65.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Black,Plastic,Wireless,PixArt,Kailh,Kailh,29.99,USD,,0.5,
Endgame,Gear OP1we,Endgame Gear OP1we,Small,118.2,60.5,37.2,58.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3370,Optical,Forward (54%),19000.0,1000.0,400.0,50.0,2.0,0.0,Yes,GO,Silver,Plastic,Wireless,PixArt,Kailh,TTC,79.0,USD,,0.5,
Endgame,Gear OP1 RGB,Endgame Gear OP1 RGB,Small,118.2,60.5,37.2,51.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,Yes,GX,Silver,Plastic,Wired,PixArt,Kailh,TTC,49.99,USD,,0.5,
