Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand
Kysona,Uranus SE,Kysona Uranus SE,Medium,118,69,39,57,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,PAW3311,Optical,-,24000,1000,300,35,2,1,No,Blue Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Pulsar,X2 v3 Mini,Pulsar X2 v3 Mini,Small,116,61,37,51,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
MCHOSE,M7 Ultra,MCHOSE M7 Ultra,Medium,123.4,65.4,39.2,55,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (53%),42000,8000,750,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Delux,M900 Mini Ultra,Delux M900 Mini Ultra,Medium,119,65.4,40.3,45,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (54%),30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
WLmouse,Beast X Mini Pro,WLmouse Beast X Mini Pro,Small,116,58,35,34,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000,8000,750,50,2,0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
WLmouse,Beast X Pro,WLmouse Beast X Pro,Medium,122,62,37,39,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000,8000,750,50,2,0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
WLmouse,Strider,WLmouse Strider,Medium,121.5,66,38,45,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3950 HS,Optical,Forward (56%),30000,8000,750,50,2,0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
NZXT,Lift Elite Wireless,NZXT Lift Elite Wireless,Medium,118.8,60.8,38.3,57,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,TTC,TTC
LAMZU,Tachi,LAMZU Tachi,Medium,120,63,38,49,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),30000,8000,750,50,2,0,Yes,Transparent Blue Shell Pink Dot,Gold,Magnesium (metal),Wireless,PixArt,Huano,TTC
strayfe,M55 Pro 8k,strayfe M55 Pro 8k,Medium,123.5,61.5,39,55,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (56%),26000,8000,650,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Kailh,TTC
ATK,X1,ATK X1,Large,127,64,40,54,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (51%),26000,8000,650,50,2,0,No,Transparent Pink Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Waizowl,Cloud XS,Waizowl Cloud XS,Small,117,63,36,45,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (55%),30000,8000,750,50,2,0,No,Optical,Silver,Plastic,Wireless,PixArt,RAESHA,TTC
cOoLm0Dz,OPt1p,cOoLm0Dz OPt1p,Fingertip,95.7,62.5,37,30,Symmetrical,Ambidextrous,Back - aggressive,Flat,Flat,No,No,PAW3395,Optical,Backward (44%),26000,8000,650,50,0,0,No,GX,Silver,Plastic,Wired,PixArt,Kailh,TTC
Pulsar,X2 CrazyLight Mini,Pulsar X2 CrazyLight Mini,Small,116,61,37,35,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
IPI,Float,IPI Float,Medium,119.5,60.9,37,42,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0,No,Sword GM X,Gold,Carbon fiber composite,Wireless,PixArt,Kailh,TTC
Razer,Imperator,Razer Imperator,Large,123,71,42,139,Ergonomic,Right,Center,Outward - moderate,Inward,Yes,No,4G,Optical,Centered (50%),6400,1000,200,50,2,2,No,Mechanical Switches,Mechanical Encoder,Plastic,Wired,Razer,Unspecified,Unspecified
PHYLINA,S480,PHYLINA S480,Medium,118,61,40,36,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950,Optical,Forward (54%),30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC
Pulsar,X2H v3 Mini,Pulsar X2H v3 Mini,Small,115.6,62,38,51,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pwnage,StormBreaker V2,Pwnage StormBreaker V2,Medium,122,64,42,50,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Adjustable (48-62%),26000,8000,650,50,2,0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC
Redragon,M995 Pro,Redragon M995 Pro,Large,126,63.8,39.9,51,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (60%),26000,1000,650,50,2,1,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Redragon,M995,Redragon M995,Large,126,63.8,39.9,51,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (60%),26000,1000,650,50,2,1,No,Blue Shell White Dot,Encoder,Plastic,Wired,PixArt,Huano,F-Switch
Amazon,Basics Mouse,Amazon Basics Mouse,Small,109,61,34.3,52,Symmetrical,Ambidextrous,Back - moderate,Inward - moderate,Flat,No,No,,-,Forward (59%),1000,125,,,0,0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wired,-,Unspecified,Unspecified
HyperX,Pulsefire Warp,HyperX Pulsefire Warp,Medium,120,65.4,37.8,74,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3335,Optical,Centered (49%),16000,1000,400,40,2,1,No,GM 8.0,Silver,Plastic,Wireless,PixArt,Kailh,TTC
Redragon,M991,Redragon M991,Large,128.3,74.5,42,122,Ergonomic,Right,Back - moderate,Outward - slight,Flat,Yes,No,PAW3370,Optical,Centered (51%),19000,1000,400,50,2,3,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Redragon,M810 Pro,Redragon M810 Pro,Large,128.3,74.5,42,,Ergonomic,Right,Back - moderate,Outward - slight,Flat,Yes,No,PMW3325,Optical,Centered (51%),10000,1000,100,20,2,3,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Zaopin,Z2 Max,Zaopin Z2 Max,Medium,123,64.3,39.5,65,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (57%),30000,8000,750,50,2,0,Yes,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC
Zaopin,Z1 Pro Max,Zaopin Z1 Pro Max,Small,109.5,62,38.5,52,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Redragon,M693,Redragon M693,Large,130,60,43,90,Ergonomic,Right,Back - moderate,Flat,Flat,No,No,PAW3104,Optical,Forward (56%),8000,1000,45,15,2,2,No,Mechanical Switches,Encoder,Plastic,Wireless,PixArt,Unspecified,F-Switch
VAXEE,ZYGEN NP-01S v2,VAXEE ZYGEN NP-01S v2,Medium,119.8,63,37,57,Hybrid,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),3200,4000,750,50,2,0,No,Black Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,Alps
TMKB,Falcon M1SE,TMKB Falcon M1SE,Large,124.8,62.9,40.5,75,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PMW3325,Optical,Centered (52%),12800,1000,100,20,2,1,No,Mechanical Switches,Mechanical Encoder,Plastic,Wired,PixArt,Unspecified,Unspecified
Redragon,M656 Gainer,Redragon M656 Gainer,Large,128.5,74,41,138.4,Ergonomic,Right,Center,Flat,Flat,Yes,No,PAW3104,Optical,-,3200,500,45,15,2,2,No,Mechanical Switches,Encoder,Plastic,Wired,PixArt,Unspecified,F-Switch
AULA,SC800,AULA SC800,Small,116.5,61.5,38.7,37,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (54%),26000,1000,650,50,2,0,No,D2FC-F-K(50M),Gold,Plastic,Wireless,PixArt,Omron,TTC
Redragon,M913 Impact Elite,Redragon M913 Impact Elite,Large,122.5,92,42,128,Ergonomic,Right,Center,Outward - slight,Flat,Yes,Yes,PAW3335,Optical,Forward (61%),16000,1000,400,40,12,2,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Redragon,M908 Impact,Redragon M908 Impact,Large,122.5,92,42,117,Ergonomic,Right,Center,Outward - slight,Flat,Yes,Yes,PAW3327,Optical,Forward (61%),12400,1000,220,30,12,2,No,Blue Shell White Dot,Encoder,Plastic,Wired,PixArt,Huano,F-Switch
Madlions,Mad G Max,Madlions Mad G Max,Large,124.5,65.8,39.7,48,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (53%),26000,8000,650,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
Madlions,Mad G,Madlions Mad G,Large,124.5,65.8,39.7,43,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (53%),26000,1000,650,50,2,0,No,Transparent Pink Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Mountain,Makalu Max,Mountain Makalu Max,Large,126,70,43,110,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3370,Optical,Centered (53%),19000,1000,400,50,3,2,No,GM 8.0,Red,Plastic,Wireless,PixArt,Kailh,TTC
Kysona,Mars SE,Kysona Mars SE,Large,123.1,66.3,42.8,57,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3311,Optical,Forward (55%),24000,1000,300,35,2,0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified
Logitech,M240,Logitech M240,Fingertip,99,60,39,73.8,Symmetrical,Ambidextrous,Back - moderate,Outward - moderate,Flat,No,No,,-,Backward (40%),4000,125,,,0,0,No,Mechanical Switches,,Plastic,Wireless,-,Unspecified,-
PMM,Fuse 8K,PMM Fuse 8K,Medium,123,62.3,40.6,37,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,Focus Pro 30K,Optical,-,30000,8000,750,70,2,0,No,Optical Mouse Switches Gen-3,Black,Plastic,Wireless,Razer,Razer,Kailh
Zowie,ZA13-DW,Zowie ZA13-DW,Medium,121.7,62.8,40.2,65,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (56%),3200,4000,750,50,2,0,No,Black Shell Blue Dot,Optical (24 steps),Plastic,Wireless,PixArt,Huano,Zowie
Zowie,FK2-DW,Zowie FK2-DW,Medium,125.1,64.9,36.4,65,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (56%),3200,4000,750,50,2,0,No,Black Shell Blue Dot,Optical (24 steps),Plastic,Wireless,PixArt,Huano,Zowie
Zowie,U2-DW,Zowie U2-DW,Medium,123.3,64.3,38.1,60,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (56%),3200,4000,750,50,2,0,No,Black Shell Blue Dot,Optical (24 steps),Plastic,Wireless,PixArt,Huano,Zowie
Zowie,S2-DW,Zowie S2-DW,Medium,120,64.2,38.1,65,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),3200,4000,750,50,2,0,No,Black Shell Blue Dot,Optical (24 steps),Plastic,Wireless,PixArt,Huano,Zowie
Delux,M900 Mini Pro,Delux M900 Mini Pro,Medium,119,65.4,40.3,40,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (54%),26000,8000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Logitech,M190,Logitech M190,Small,115.4,66.1,40.3,89.9,Symmetrical,Ambidextrous,Back - moderate,Inward - moderate,Outward,No,No,,-,Centered (47%),1000,125,,,0,0,No,Mechanical Switches,,Plastic,Wireless,-,Unspecified,-
Pulsar,X2H v3,Pulsar X2H v3,Medium,120.4,65,39.1,53,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pulsar,X2A v3,Pulsar X2A v3,Medium,120,63,38,57,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pulsar,X2 v3,Pulsar X2 v3,Medium,120,63,38,53,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
ThundeRobot,ML6 Pro,ThundeRobot ML6 Pro,Large,126.4,66.1,40.2,57,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,-,26000,1000,650,50,2,1,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified
Zaopin,Z2 Mini Max 8K,Zaopin Z2 Mini Max 8K,Small,116.5,62,37.8,56,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (57%),30000,8000,750,50,2,0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Zaopin,Z2 Mini 4K,Zaopin Z2 Mini 4K,Small,116.5,62,37.8,56,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (57%),26000,4000,650,50,2,0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Zaopin,Z2 Mini,Zaopin Z2 Mini,Small,116.5,62,37.8,56,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (57%),26000,1000,650,50,2,0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Fantech,Go XD5,Fantech Go XD5,Medium,120,64,40,72,Ergonomic,Right,Center,Outward - aggressive,Flat,No,No,PAW3370,Optical,Forward (55%),19000,1000,400,50,2,1,No,GM 8.0,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch
SteelSeries,Rival 710,SteelSeries Rival 710,Large,124.8,76.2,41.7,135,Ergonomic,Right,Back - moderate,Flat,Flat,No,No,TrueMove 3,Optical,Backward (41%),12000,1000,350,50,2,1,No,DF3-P1L1,Mechanical Encoder,Plastic,Wired,SteelSeries,Zippy,Unspecified
Edifier,Hecate G5M Pro,Edifier Hecate G5M Pro,Large,125,63,40,65,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (56%),26000,4000,650,50,2,0,Yes,Transparent Blue Shell Pink Dot Omron D2FC-F-7N(60M),Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Edifier,Hecate G5M,Edifier Hecate G5M,Large,125,63,40,63,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (56%),26000,1000,650,50,2,0,Yes,Transparent Blue Shell Pink Dot Omron D2FC-F-7N(60M),Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Pulsar,Xlite v4 Large,Pulsar Xlite v4 Large,Large,126,69.5,44.5,58,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (56%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Endgame,Gear OP1w 4k,Endgame Gear OP1w 4k,Small,118.2,60.5,37.2,58.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (54%),26000,4000,650,50,2,0,Yes,GX,Silver,Plastic,Wireless,PixArt,Kailh,TTC
EVGA,X20,EVGA X20,Large,122.7,70.3,44.5,123,Ergonomic,Right,Back - moderate,Outward - slight,Flat,Yes,No,PAW3335,Optical,Centered (50%),16000,1000,400,40,3,2,No,D2FC-F-K(60M),Silver,Plastic,Wireless,PixArt,Omron,TTC
EVGA,X17,EVGA X17,Large,122.7,70.3,44.5,103,Ergonomic,Right,Back - moderate,Outward - slight,Flat,Yes,No,PMW3389,Optical,Centered (50%),16000,8000,400,50,3,2,No,D2FC-F-K(50M),Silver,Plastic,Wired,PixArt,Omron,TTC
EVGA,X15,EVGA X15,Large,123.5,71.7,42.7,110,Ergonomic,Right,Back - minimal,Flat,Outward,No,Yes,PMW3389,Optical,Centered (52%),16000,8000,400,50,10,2,No,Optical,,Plastic,Wired,PixArt,LK,-
EVGA,X12,EVGA X12,Large,123,70,41,75,Symmetrical,Ambidextrous,Center,Flat,Inward - aggressive,No,No,PMW3389,Optical,Forward (55%),16000,8000,400,50,2,1,No,D2FC-F-K(60M),Silver,Plastic,Wired,PixArt,Omron,TTC
MCHOSE,AX5 V2,MCHOSE AX5 V2,Medium,121.6,61.5,37.7,54,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (56%),42000,8000,750,50,2,0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC
Darmoshark,M3S MAX,Darmoshark M3S MAX,Medium,122.7,62.5,37.8,52,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),30000,8000,750,50,2,0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC
Pulsar,X2A Wired,Pulsar X2A Wired,Medium,120,63,38,56,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000,1000,650,50,2,0,No,Optical,Blue Encoder,Plastic,Wired,PixArt,RAESHA,Pulsar
Pulsar,X2 Wired,Pulsar X2 Wired,Medium,120,63,38,51,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000,1000,650,50,2,0,No,Optical,Blue Encoder,Plastic,Wired,PixArt,RAESHA,Pulsar
Akko,AG ONE 8K,Akko AG ONE 8K,Medium,125,67,37,65,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (57%),26000,8000,650,50,2,1,No,GM 8.0,Mechanical Encoder,Plastic,Wireless,PixArt,Kailh,Unspecified
Akko,AG One NearLink,Akko AG One NearLink,Medium,125,67,37,72,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (57%),26000,8000,650,50,2,1,No,GM 8.0,Mechanical Encoder,Plastic,Wireless,PixArt,Kailh,Unspecified
Akko,AG325W,Akko AG325W,Medium,125,67,37,65,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,,-,Forward (57%),1600,1000,,,2,1,No,GM 8.0,Mechanical Encoder,Plastic,Wireless,-,Kailh,Unspecified
Akko,AG325C,Akko AG325C,Medium,125,67,37,80.5,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PMW3325,Optical,Forward (57%),12800,1000,100,20,2,1,No,D2FC-F-K(50M),Mechanical Encoder,Plastic,Wired,PixArt,Omron,Unspecified
Akko,AG325,Akko AG325,Medium,125,67,37,80.5,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PMW3325,Optical,Forward (57%),10000,1000,100,20,2,1,No,D2FC-F-K(50M),Mechanical Encoder,Plastic,Wired,PixArt,Omron,Unspecified
Dareu,A955,Dareu A955,Large,125,72,41,93,Ergonomic,Right,Center,Flat,Flat,Yes,No,AIM-WL,Optical,Centered (52%),12000,1000,300,35,2,1,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,Dareu,Unspecified,Unspecified
ATK,Fierce X,ATK Fierce X,Medium,119.6,60.9,36.2,42,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950 Ultra,Optical,Forward (55%),42000,8000,750,50,2,0,No,Optical,Encoder,Magnesium (metal),Wireless,PixArt,Omron,F-Switch
ATK,F1 Extreme,ATK F1 Extreme,Medium,118.2,62.4,38.8,35,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000,8000,750,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
ATK,X1 Ultimate,ATK X1 Ultimate,Large,127,64,40,51,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000,8000,750,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
MCHOSE,L7 Ultra,MCHOSE L7 Ultra,Small,115.6,60.6,36,39,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3950,Optical,Centered (52%),42000,8000,750,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
8BitDo,Retro R8,8BitDo Retro R8,Small,115,58,39.4,77,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (57%),26000,8000,650,50,2,0,No,Sword GM X,Mechanical Encoder,Plastic,Wireless,PixArt,Kailh,Unspecified
ANTGAMER,AGM535R,ANTGAMER AGM535R,Large,124.3,68,38.7,56,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,PAW3950,Optical,-,30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
RAKK,Talan Aero,RAKK Talan Aero,Medium,120,62.5,38.5,55,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000,1000,650,50,2,0,No,Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC
VAXEE,x Ninjutso Sora 4K,VAXEE x Ninjutso Sora 4K,Medium,120.8,64.5,37.3,59,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),3200,4000,750,50,2,0,No,Black Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,Alps
Scyrox,V6,Scyrox V6,Medium,119,61,40,40,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (56%),30000,8000,750,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
Motospeed,X6 Max,Motospeed X6 Max,Medium,122,65.5,38,43,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3950,Optical,Forward (56%),30000,8000,750,50,2,0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC
Motospeed,X6,Motospeed X6,Medium,122,65.5,38,46,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Forward (56%),26000,8000,650,50,2,0,No,Falcon Transparent Blue Shell White Dot,Gold,Plastic,Wireless,PixArt,TTC,TTC
Ragnok,ErgoStrike7,Ragnok ErgoStrike7,Large,144.5,77.5,126,180,-,Right,-,-,-,Yes,Yes,PAW3395,Optical,Forward (60%),26000,1000,650,50,3,1,No,,Mechanical Encoder,Plastic,Wireless,PixArt,-,Unspecified
Fantech,Aria E,Fantech Aria E,Small,113.5,65,38.3,59,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3311,Optical,Forward (54%),12000,1000,300,35,2,0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Aigo,GM80 Pro,Aigo GM80 Pro,Small,113,62,39,48,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000,1000,650,50,2,0,No,Transparent Yellow Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Aigo,GM80 Plus,Aigo GM80 Plus,Small,113,62,39,52,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3311,Optical,Centered (53%),12000,1000,300,35,2,0,No,Transparent Crystal Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Aigo,GM80,Aigo GM80,Small,113,62,39,48,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3311,Optical,Centered (53%),12000,1000,300,35,2,0,No,Blue Shell Blue Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
PMM,CYBER ZK,PMM CYBER ZK,Fingertip,78.4,59.7,25.6,23,Symmetrical,Ambidextrous,Back - moderate,Inward - slight,Flat,No,No,PAW3395,Optical,-,26000,8000,650,50,0,0,No,D2F-01F,Encoder,Plastic,Wired,PixArt,Omron,Alps
Ragnok,2 (FireGrip),Ragnok 2 (FireGrip),Large,125,85,106,120,-,Right,-,-,-,No,Yes,PAW3335,Optical,-,16000,1000,400,40,1,1,No,,Mechanical Encoder,Plastic,Wireless,PixArt,-,Unspecified
Pwnage,Trinity CF,Pwnage Trinity CF,Medium,118,60,39,37,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,XERO,Optical,Adjustable (47-62%),30000,8000,750,50,2,0,No,Optical,Gold,Carbon fiber composite,Wireless,Pwnage,Omron,TTC
Pulsar,Feinmann F01,Pulsar Feinmann F01,Medium,118.6,65.3,41.7,46,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical,Blue Encoder,Magnesium (metal),Wireless,Pulsar,Kailh,Pulsar
Razer,Abyssus Essential,Razer Abyssus Essential,Small,114.7,63,37.3,78,Symmetrical,Ambidextrous,Back - moderate,Flat,Inward - aggressive,No,No,,-,Centered (52%),7200,1000,,,0,0,No,D2FC-F-7N(10M),Mechanical Encoder,Plastic,Wired,-,Omron,Unspecified
Dareu,A950 Air,Dareu A950 Air,Medium,119.5,63,38,35,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (50%),30000,8000,750,50,2,0,No,D2FC-F-7N(100M),Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
Endgame,Gear XM2w 4k,Endgame Gear XM2w 4k,Medium,122,66,38.5,62,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (56%),26000,4000,650,50,2,0,No,GX,Silver,Plastic,Wireless,PixArt,Kailh,TTC
